threshold,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp,model,training_seconds
0.0071444314939091156,0.04634941329856584,0.8006756756756757,0.08762632487059403,0.8290641008680734,0.3236331861517264,29500,14629,177,711,HistGradientBoosting_ClassWeight,3.2893474102020264
0.3943054425289913,0.0467406288977877,0.8018018018018018,0.08833198933068669,0.8269629336104896,0.2942373246130513,29608,14521,176,712,LogisticRegression_ClassWeight,5.642246723175049
0.011938347002794189,0.03888433141919606,0.8006756756756757,0.07416679705836332,0.8049004668744523,0.2591346698808158,26555,17574,177,711,RandomForest_ClassWeight,49.035085916519165
